spelling,tags,target_word_ids,decision,reason,translation_reference,inflections_reference,source_id
suspect,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-b0a93a682f807478531a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 被怀疑者, 嫌疑犯
a. 令人怀疑的, 不可信的, 可疑的
v. 怀疑, 猜想",p:suspected/d:suspected/s:suspects/3:suspects/i:suspecting,ecdict-bc015ed2e24a
suspend,cet4 cet6 ky toefl ielts gre,"[""cet4-w-ce3f52d1c2534ccd0f69""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 悬, 吊, 使悬浮, 暂停, 中止, 推迟
vi. 暂停, 中止, 悬浮, 停止偿付债务
[计] 暂停",d:suspended/p:suspended/i:suspending/3:suspends,ecdict-bc015ed2e24a
suspicion,cet4 cet6 ky toefl gre,"[""cet4-w-4ba3c39e9d369fb6a4fc""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 怀疑, 觉察, 嫌疑
[法] 怀疑, 疑心, 嫌疑",s:suspicions,ecdict-bc015ed2e24a
suspicious,cet4 cet6 ky toefl ielts gre,"[""cet4-w-b5458a2c9cefafccfe88""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 可疑的, 多疑的, 怀疑的
[法] 怀疑的, 令人怀疑的, 可疑的",,ecdict-bc015ed2e24a
sustain,cet4 cet6 ky toefl ielts gre,"[""cet4-w-58ab246cabc558c09046""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 承受, 支持, 供养, 继续, 忍受, 蒙受, 证实, 准许
[电] 持续",d:sustained/i:sustaining/p:sustained/3:sustains,ecdict-bc015ed2e24a
swallow,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-764f99792eb6a3af2f21""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 燕子, 吞咽, 喉
vt. 咽, 淹没, 吞没, 耗尽, 轻信, 忍受, 抑制
vi. 吞下, 咽下",p:swallowed/d:swallowed/i:swallowing/s:swallows/3:swallows,ecdict-bc015ed2e24a
swamp,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 沼泽, 进退两难的困境
vt. 淹没, 击溃, 清除, 使陷于沼泽
vi. 陷于沼泽, 淹没",d:swamped/s:swamps/p:swamped/i:swamping/3:swamps,ecdict-bc015ed2e24a
swan,cet4 cet6 ky,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 天鹅, 天鹅星座, 有才华的诗人
vi. 闲荡, 蜿蜒而行",s:swans/i:swanning/p:swanned/3:swans/d:swanned,ecdict-bc015ed2e24a
swarm,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 群, 大群, 蜂群, 分蜂群
vi. 分群, 群集, 聚集一块, 云集, 攀
vt. 挤满, 爬, 攀",p:swarmed/i:swarming/s:swarms/d:swarmed/3:swarms,ecdict-bc015ed2e24a
sway,cet4 cet6 ky toefl ielts gre,"[""cet4-w-4ffb99003ee69486a5a2""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 摇摆, 影响力, 支配
vt. 摇动, 支配, 弄歪, 使倾斜, 使动摇, 影响
vi. 摇动, 摇摆, 倾斜, 动摇, 统治, 转向",i:swaying/p:swayed/d:swayed/s:sways/3:sways,ecdict-bc015ed2e24a
swear,gk cet4 cet6 ky ielts gre,"[""cet4-w-044f74b9bf26936f030a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 发誓, 咒骂, 使宣誓
vi. 发誓, 诅咒
n. 诅咒, 誓言",d:sworn/p:swore/i:swearing/3:swears,ecdict-bc015ed2e24a
sweat,gk cet4 cet6 ky toefl,"[""cet4-w-1a822aa1fbca6d69fbb0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 汗, 汗水, 水珠, 焦急
vi. 出汗, 渗出, 冒出水气, 结水珠, 烦恼, 懊恼
vt. 使出汗, 流出, 榨出, 使汗流浃背",i:sweating/p:sweated/s:sweats/d:sweated/3:sweats,ecdict-bc015ed2e24a
sweater,zk gk cet4 cet6 ky ielts,"[""cet4-w-952d1ac4c5865981518d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 毛衣, 毛线衫, 运动衫, 出汗者
[化] 发汗器",s:sweaters,ecdict-bc015ed2e24a
sweep,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-8300fbbd6f714239b03d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 扫除, 打扫, 肃清, 视野, 范围, 全胜
vt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射
vi. 扫, 打扫, 袭击, 席卷, 扫视, 掠过",d:swept/p:swept/i:sweeping/3:sweeps/s:sweeps,ecdict-bc015ed2e24a
swell,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-575cb28c1253b2fcc9a9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 增大, 隆起的部分, 巨浪, 肿胀
a. 优秀的, 一流的
vi. 增大, 膨胀, 肿胀, 增强, 骄傲
vt. 使膨胀, 使增大, 使上涨, 使骄傲",d:swollen/i:swelling/p:swelled/s:swells/3:swells,ecdict-bc015ed2e24a
swift,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-c77017e540c5add6b9c4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒
a. 迅速的, 快的, 敏捷的, 立刻的
adv. 迅速地, 敏捷地",s:swifts/r:swifter/t:swiftest,ecdict-bc015ed2e24a
swing,zk gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-b7ead2143bf29c14eaa8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 摇摆, 振幅, 音律, 节奏, 涨落, 秋千, 旋转, 行动自由
vi. 摇摆, 悬挂, 旋转, 大摇大摆地走, 转向
vt. 挥舞, 使旋转, 使转向, 悬挂, 吊运
a. 旋转的, 悬挂的, 强节奏爵士音乐的",p:swung/i:swinging/s:swings/d:swung/3:swings,ecdict-bc015ed2e24a
Swiss,gk cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 瑞士人, 瑞士腔调
a. 瑞士的, 瑞士风格的",,ecdict-bc015ed2e24a
switch,gk cet4 cet6 ky toefl ielts,"[""cet4-w-f406cfcb96ecdd64be6b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 开关, 电闸, 转换, 软枝, 鞭子, 道岔
vt. 转变, 切换, 摆动, 转换, 使转轨
vi. 转换, 变换, 摆动
[计] 开关; 翻转; 转移",p:switched/d:switched/i:switching/s:switches/3:switches,ecdict-bc015ed2e24a
sword,gk cet4 cet6 ky,"[""cet4-w-9fe11523c3b9ec924f4d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 刀, 剑, 战争, 武力, 剑状物",s:swords,ecdict-bc015ed2e24a
symbol,zk gk cet4 cet6 ky toefl,"[""cet4-w-c150a2888e96b2b27d07""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 符号, 象征, 代号, 信条
[计] 符号; 码元",s:symbols,ecdict-bc015ed2e24a
sympathetic,cet4 cet6 ky toefl ielts,"[""cet4-w-54aae0f0d77590059ae5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 有同情心的, 合意的, 赞成的
n. 交感神经, 容易感受的人",,ecdict-bc015ed2e24a
sympathize,cet4 cet6 ky toefl,"[""cet4-w-bbc436c4255bdbcda79c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 同情, 怜悯, 同意, 体谅",p:sympathized/3:sympathizes/d:sympathized/i:sympathizing,ecdict-bc015ed2e24a
sympathy,gk cet4 cet6 ky toefl,"[""cet4-w-33687f73c681d9412021""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 同情, 赞同, 怜悯, 慰问, 吊唁
[医] 交感[作用], 同感[作用], 感应, 同情",s:sympathies,ecdict-bc015ed2e24a
synthetic,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 合成物质
a. 综合(性)的, 人造的, 合成的",s:synthetics,ecdict-bc015ed2e24a
system,gk cet4 cet6 ky toefl ielts,"[""cet4-w-625c4639b67810f0251b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则
[计] 系统; 体制; 体系",s:systems,ecdict-bc015ed2e24a
systematic,gk cet4 cet6 ky toefl ielts,"[""cet4-w-0c66f38ba6716fc2d017""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 有系统的, 分类上的, 体系的
[医] 系统的, 系的, 分类的",s:systematics,ecdict-bc015ed2e24a
systematical,cet4,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 有系统的, 成体系的, 有秩序的, 有组织的, 分类学的, 故意的, 彻底的",,ecdict-bc015ed2e24a
tablet,cet4 cet6 ky ielts,"[""cet4-w-232d766ab875edbe048d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 平板, 门牌, 笔记簿, 碑, 匾, 药片
[化] 片剂",s:tablets,ecdict-bc015ed2e24a
tag,cet4 cet6 ky toefl ielts gre,"[""cet4-w-6215d9436330ed117dae""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 标签, 附属物, 碎片, 结束语, 口头禅, 附加语, 浑名, 标记, 标记符
vt. 附以签条, 尾随, 添饰, 起浑名, 连接
vi. 紧紧跟随
[计] 标记",s:tags/d:tagged/i:tagging/p:tagged/3:tags,ecdict-bc015ed2e24a
tail,zk gk cet4 cet6 ky toefl,"[""cet4-w-ad09aa787c8100f88637""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)
a. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的
vt. 为...装尾, 附于其后, 尾随, 使搭牢, 跟踪, 监视
vi. 跟踪, 船尾搁浅",s:tails/p:tailed/i:tailing/d:tailed/3:tails,ecdict-bc015ed2e24a
tailor,gk cet4 cet6 ky toefl,"[""cet4-w-c9e7ef184b65a8ed09b4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 裁缝, 成衣匠
vt. 缝制, 制作, 使适应
vi. 做裁缝",d:tailored/p:tailored/s:tailors/3:tailors/i:tailoring,ecdict-bc015ed2e24a
tale,zk gk cet4 cet6 ky toefl,"[""cet4-w-5920e8de565fbfc15954""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 故事, 谎言, 谣言, 陈述, 叙述
[法] 虚语, 诽语, 谣言",s:tales,ecdict-bc015ed2e24a
talent,gk cet4 cet6 ky toefl,"[""cet4-w-eb6ee591c16734125791""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 天才, 才能, 有才干的人, 天资",s:talents,ecdict-bc015ed2e24a
tame,cet4 cet6 ky toefl ielts gre,"[""cet4-w-e6861babc821436b3763""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 驯服的, 柔顺的, 被开垦的, 顺从的, 乏味的, 平淡的
vt. 驯养, 驯服, 制服, 失去锋芒
vi. 变得驯服",d:tamed/i:taming/p:tamed/r:tamer/3:tames,ecdict-bc015ed2e24a
tan,cet4 cet6 ky toefl gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 黄褐色, 鞣料, 马戏团
a. 黄褐色的, 鞣皮的
vi. 晒成棕褐色
vt. 把...晒黑, 鞣(革), 狠狠鞭打",s:tans/p:tanned/d:tanned/i:tanning/3:tans,ecdict-bc015ed2e24a
tank,gk cet4 cet6 ky toefl,"[""cet4-w-138e903d472eca5ece10""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 槽, 箱, 柜, 罐, 池塘, 储水池, 坦克
vt. 储于箱中",s:tanks/i:tanking/p:tanked/3:tanks/d:tanked,ecdict-bc015ed2e24a
tap,gk cet4 cet6 ky toefl ielts,"[""cet4-w-17f70820113c2e1f0b1a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 轻打, 水龙头
vt. 轻打, 轻敲, 敲打出, 选择, 装上嘴子, 使流出, 开发, 分接, 向...乞讨
vi. 轻叩, 轻拍, 啪塔啪塔地走
[计] 接头",p:tapped/i:tapping/s:taps/d:tapped/3:taps,ecdict-bc015ed2e24a
tape,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-b1add575518f165832f8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 带子, 录音带, 磁带, 窄带, 卷尺
vt. 以带子绑起, 测量, 录音
[计] 带",s:tapes/i:taping/d:taped/p:taped/3:tapes,ecdict-bc015ed2e24a
target,gk cet4 cet6 ky toefl ielts,"[""cet4-w-b1ae5038e92bd7061a13""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 目标, 靶子, 指标
vt. 对准, 订指标",s:targets/d:targeted/i:targeting/p:targeted/3:targets,ecdict-bc015ed2e24a
task,zk gk cet4 cet6 ky,"[""cet4-w-707e6b9458d6964613b5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 工作, 任务, 作业, 困难的工作
vt. 派给...工作, 使辛劳
[计] 任务",s:tasks/d:tasked/i:tasking/p:tasked/3:tasks,ecdict-bc015ed2e24a
taste,zk gk cet4 cet6 ky toefl,"[""cet4-w-9b87020028dc07392adb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 味道, 品味, 味觉, 感受, 体验, 爱好, 审美, 少量
vt. 尝, 察觉...的味道, 体会
vi. 品尝, 察觉味道, 有某种味道",s:tastes/p:tasted/d:tasted/3:tastes/i:tasting,ecdict-bc015ed2e24a
tax,gk cet4 cet6 ky toefl,"[""cet4-w-7852d5df7babbfa37a06""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 税, 税款, 重负, 会费
vt. 课以税, 使负重荷, 斥责",s:taxes/d:taxed/p:taxed/i:taxing/3:taxes,ecdict-bc015ed2e24a
teaching,cet4 cet6 ielts,"[""cet4-w-990b97c678979a6f6a61""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 教学, 学说, 教导",0:teach/1:i/i:teaching/s:teachings,ecdict-bc015ed2e24a
team,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-e3c6b044494a475fb55c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 队, 组
vt. 把马(牛)套在同一辆车上, 把...编成一组
vi. 驾驶卡车, 协作",s:teams/d:teamed/p:teamed/i:teaming/3:teams,ecdict-bc015ed2e24a
tear,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-f215919cdbba7119cb5c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 泪滴, 眼泪, 撕, 扯, 裂缝, 激怒, 飞奔
vi. 流泪, 撕破, 赶快, 飞奔, 被撕破
vt. 撕裂, 戳破, 拉掉, 撕掉, 使分裂, 使精神不安, 折磨",s:tears/d:torn/p:tore/i:tearing/3:tears,ecdict-bc015ed2e24a
technical,gk cet4 cet6 ky toefl ielts,"[""cet4-w-f2eb323c2dfa89b2d7bf""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 技术上的, 专门的, 工业的, 严格根据法律的
[化] 技巧",,ecdict-bc015ed2e24a
technician,cet4 cet6 ky ielts,"[""cet4-w-7d0feb7fe40f56403e1e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 技师
[化] 技师",s:technicians,ecdict-bc015ed2e24a
technique,gk cet4 cet6 ky ielts,"[""cet4-w-f99deaeec4efe8a089ae""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 技巧, 技术, 方法
[化] 工艺方法; 技巧",s:techniques,ecdict-bc015ed2e24a
technology,zk gk cet4 cet6 ky ielts,"[""cet4-w-d0da9b2c7fc9302a707b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 技术, 工业技术, 术语
[医] 技术学, 工艺学",s:technologies,ecdict-bc015ed2e24a
tedious,cet4 cet6 ky toefl ielts gre,"[""cet4-w-f5b328bf5fd48e8d01c8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 沉闷的, 冗长乏味的",,ecdict-bc015ed2e24a
teenager,gk cet4 cet6 ky,"[""cet4-w-1ca871f6761424fcb591""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 十三岁到十九岁的少年,s:teenagers,ecdict-bc015ed2e24a
telegram,gk cet4 cet6 ky,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 电报, 一封电报
[计] 电报",s:telegrams,ecdict-bc015ed2e24a
telegraph,gk cet4 cet6 ky toefl,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 电报, 电报机
vi. 打电报
vt. 打电报给, 电汇, 流露, 显示出要...的样子",s:telegraphs/p:telegraphed/d:telegraphed/i:telegraphing/3:telegraphs,ecdict-bc015ed2e24a
telescope,gk cet4 cet6 ky toefl ielts,"[""cet4-w-056ae329871cea7b4439""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 望远镜
vi. 叠缩, 嵌进, 缩短
vt. 使叠缩, 使缩短",s:telescopes/p:telescoped/i:telescoping/d:telescoped/3:telescopes,ecdict-bc015ed2e24a
temper,cet4 cet6 ky toefl ielts gre,"[""cet4-w-9bb9d13f7328652db9bc""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火
vt. 使回火, 锻炼, 调和, 使缓和
vi. 回火",d:tempered/s:tempers/p:tempered/i:tempering/3:tempers,ecdict-bc015ed2e24a
temperature,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-f74362dded25093a86ca""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 温度, 发烧, 热度
[化] 温度",s:temperatures,ecdict-bc015ed2e24a
temple,gk cet4 cet6 ky toefl ielts,"[""cet4-w-ba95baf26ca12d568fa0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 圣堂, 庙宇, 教堂, 礼拜堂, 太阳穴, 鬓角
[医] 颞颥, 颞部",s:temples,ecdict-bc015ed2e24a
temporary,gk cet4 cet6 ky toefl ielts,"[""cet4-w-00ff45645748aa861124""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 暂时的, 临时的
n. 临时工, 临时雇员
[计] 临时",s:temporaries,ecdict-bc015ed2e24a
tempt,cet4 cet6 ky toefl,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"vt. 诱惑, 引诱, 引起...的兴趣, 吸引, 冒...风险",d:tempted/p:tempted/3:tempts/i:tempting,ecdict-bc015ed2e24a
temptation,gk cet4 cet6 ky ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 诱惑, 诱惑物
[法] 诱惑, 诱惑物",s:temptations,ecdict-bc015ed2e24a
tenant,cet4 cet6 ky toefl gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 承租人, 房客, 居住者
vt. 租借
[计] 占据者",s:tenants/d:tenanted/p:tenanted/i:tenanting/3:tenants,ecdict-bc015ed2e24a
tend,gk cet4 cet6 ky gre,"[""cet4-w-c4c9c0526a6ef386b35b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 走向, 有某种的倾向, 易于, 照顾, 注意
vt. 照料, 护理",3:tends/p:tended/d:tended/i:tending,ecdict-bc015ed2e24a
tendency,gk cet4 cet6 ky toefl ielts,"[""cet4-w-03b730d1e9aba7fd378b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 趋向, 倾向
[医] 趋向, 趋势",s:tendencies,ecdict-bc015ed2e24a
tender,cet4 cet6 ky toefl ielts gre,"[""cet4-w-b9178ff4cca977a5de76""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 嫩的, 柔软的, 脆弱的, 温柔的, 亲切的, 未成熟的, 微妙的, 棘手的, 审慎的
vt. 使变嫩, 提供, 偿还
vi. 变柔软, 投标
n. 照料, 看管人, 供应船, 小船, 提出, 偿付, 投标",s:tenders/d:tendered/p:tendered/i:tendering/3:tenders,ecdict-bc015ed2e24a
tense,gk cet4 cet6 ky toefl,"[""cet4-w-644a0971ccf9ffc2de9e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 紧张的, 拉紧的
v. (使)紧张, (使)拉紧
n. 时态",p:tensed/i:tensing/d:tensed/s:tenses/3:tenses,ecdict-bc015ed2e24a
tension,gk cet4 ky toefl ielts gre,"[""cet4-w-ec086c67f5a96a6bf2d6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 紧张, 不安, 拉紧, 张力, 压力, 电压
vt. 拉紧, 使紧张",s:tensions/d:tensioned,ecdict-bc015ed2e24a
tent,zk gk cet4 cet6 ky,"[""cet4-w-99e094982b81571e6958""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 帐篷, 帷幕, 住处, 塞条, 塞子
vi. 住帐蓬, 宿营, 暂时居住
vt. 用帐篷遮盖, 使住帐篷, 用塞条嵌入",s:tents/p:tented/i:tenting/3:tents/d:tented,ecdict-bc015ed2e24a
term,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-bf9a6f8ac37655520e10""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石
vt. 称, 呼
[计] 检索词; 项",s:terms/d:termed/p:termed/3:terms/i:terming,ecdict-bc015ed2e24a
